essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
19,4,"लेखक कहानी को इस तरह से समाप्त करता है क्योंकि सेंग परीक्षण में विफल रहा, हिबिस्कस ने उसे आराम दिया, और उसे लगता है कि वह कुछ कलहंस के समान है। उदाहरण के लिए, लड़की कहते हैं, ""मैं-मैं परीक्षण में विफल रहा।"" उसने परीक्षण में विफल होने की बात स्वीकार की है और वह इस बारे में परेशान है और ""उस परीक्षण को फिर से लेना चाहती है।"" @नाम1, लड़की कहती है, ""और वह अमीर प्यारी खुशबू- जो परिचित थी,"", हिबिस्कुस का वर्णन करते हुए। पौधे की परिचितता उसे सुकून देती है और उसे ""फिर से परीक्षा लेने"" का साहस पैदा करने की अनुमति देगी। अंत में, एक बिंदु पर सैंग खुद के लिए सोचता है, ""सीज़न ऑपॉन सीज़न की शांत पुनरावृत्ति, लगभग अब उससे परिचित है। जैसे कि कलहंस।"" सैंग इस तरह से कुछ कलहंस के समान महसूस करता है और यह उसे ""जब बर्फ पिघलता है और भूगर्भिक रिटर्न देता है"" तो परीक्षा लेने का फैसला करने की अनुमति देता है। लेखक ने कहानी का जोरदार तरीके से वर्णन करते हुए बताया कि कैसे सेंग परीक्षा में असफल हो गया, हिबिस्कस ने उसे कैसे दिलासा दिया और वह कुछ इस तरह से महसूस करती है।
",2,3,3
20,4,"मुझे लगता है कि लेखक इस अनुच्छेद के साथ कहानी को समाप्त करता है क्योंकि उसे अपनी मातृभूमि और घर जाने की याद दिलाई जाएगी। मैं कहता हूं कि ऐसा इसलिए है क्योंकि गीज़ घर लौट रही है और वह चाहती है। इसके अलावा हिबिस्कस वापस घर की तरह ही जंगल में उकसाएगा
",1,1,1
21,4,"मुझे लगता है कि लेखक सैंग को इस पैराग्राफ को पढ़ाने के साथ कहानी का समापन करते हैं कि कैसे आत्मविश्वास से रहें और चुपचाप रहें, इस वजह से कि वह पास होने के बीच में परीक्षा में असफल हो जाने के कारण सांग उसकी मां को बताती है कि कब वह परीक्षा में फेल हो गई। वसंत के समय में बर्फ चली गई है वह परीक्षण में वापस ले लेगी कि वह असफल रही। उसकी माँ बहुत परेशान थी जब उसे पता चला कि सेंग पहली बार परीक्षण में असफल रहा।
",1,1,1
22,4,"उन्होंने शायद इसे इस तरह से समाप्त कर दिया कि पाठक को एक अच्छे नोट पर छोड़ दें, क्योंकि किसी @महीना1 को लगता है कि चीजें उनके लिए बेहतर होने जा रही हैं और लड़की @महीना1 को उसका लाइसेंस मिलेगा। वे @महीना1 अधिक धन प्राप्त करते हैं।
",1,1,1
23,4,"मिनफॉन्ग हो द्वारा ""विंटर हिबिस्कस"" में, मुख्य चरित्र, सेंग, कई बाधाओं से गुजरती है क्योंकि वह अपने नए देश के लिए अनुकूल होने की कोशिश करती है, जो उसके घर से बहुत अलग है। लेखक कहानी को समाप्त करने का विकल्प चुनता है, जैसे कि, ""जब वे वापस आते हैं, तो सेंग चुपचाप खुद से कसम खाता है, वसंत में जब बर्फ पिघलता है और गीज़ वापस लौटता है और यह हिबिस्कस नवोदित होता है, तो मैं फिर से परीक्षा लूंगा।"" @नाम1 लेखक का मतलब इस अंदाज में कहानी को खत्म करना है ताकि पाठक यह सुनिश्चित कर सकें कि सेंग को नई आशा मिली है, जो हिबिस्कस फूल का प्रतीक है। नई आशा के साथ नवोदित होने के साथ-साथ फूल अपने घर के बारे में भावुक भाव भी रखता है। अपनी बाधाओं को दूर करने का सबसे अच्छा तरीका उन्हें गले लगाना है, जैसा कि उसने ग्रीनहाउस में किया था, फिर नए सिरे से शुरू करने के लिए कमरा छोड़ दिया।
",2,3,3
24,4,"लेखक ने इस पैराग्राफ के साथ कहानी को बर्फ पर समाप्त किया है, क्योंकि आप एक बार असफल हो जाने के बाद भी हार नहीं मानते। जो व्यक्त किया गया था उससे यह पैराग्राफ मेरे लिए निहित था कि सेंग वसंत से मजबूत हो जाएगा और परीक्षण पास करने में सक्षम होगा।
",1,1,1
25,4,"लेखक इस कहानी को इस पैराग्राफ के साथ समाप्त करता है क्योंकि सभी चीजों में दिनचर्या और चीजें हैं जो उन्हें जीवित रहने के लिए करना है। गर्म महीनों के लिए कलहंस @नाम1 उड़ते हैं ताकि वे ठंड से मर न जाएं। सर्दियों में फूल मर जाता है, वसंत में जीवन में वापस लाया जाता है। यह सेंग से संबंधित है क्योंकि जब गीज़ और फ़्लोअर वापस आएंगे तो वह अपने नए देश में, फिट होने की कोशिश की परीक्षा लेगी, इसीलिए कहानी को समाप्त करने के लिए ऑटेर ने इसे चुना।
",2,1,2
26,4,"कहानी में, ""विंटर हिबिस्कस"", लेखक अंतिम निर्दिष्ट पैराग्राफ के साथ समाप्त होता है, ""जब वे वापस आए ... तो मैं फिर से वह परीक्षा लूंगा।"" क्योंकि यह पाठक के पास कई अन-उत्तर प्रश्नों को छोड़ देता है। पाठक तो उसके अगले काम को पढ़ना चाहेगा। मूल रूप से, अंतिम पैराग्राफ पाठक को ध्यान आकर्षित करता है। अनुत्तरित कई प्रश्न घूमते हैं, ""मैं परीक्षा में असफल रहा।"" हम ""उसकी कोमल दादी"", ""श्रीमती.लैम्बर्ट"" और ""घर"" भी नहीं जानते हैं। एक और कारण है कि लेखक कहानी को उस पैराग्राफ के साथ समाप्त कर सकता है जिसका पाठक पर प्रभाव पड़ता है। पाठक केवल अनुमान लगाने और कल्पना करने के लिए छोड़ दिया जाता है कि किन चीजों को आना है। क्या वह परीक्षा पास कर लेगी? क्या वह घर जाएगी? क्या होगा? हम सभी जानते हैं, ""जब बर्फ पिघलती है, और गीज़ लौटते हैं और हिबिस्कस नवोदित होते हैं, तो मैं फिर से परीक्षा लूंगा।"" सबसे अधिक संभावना है कि लेखक ने पाठक के लिए नाटकीय प्रभाव के लिए कहानी को समाप्त कर दिया। यही कारण है, मेरा मानना ​​है कि ""शीतकालीन हिबिस्कस"" के लेखक निर्दिष्ट पैराग्राफ के साथ समाप्त हो गए।
",1,2,2
27,4,"मुझे लगता है कि उसने कहानी को इस तरह समाप्त किया क्योंकि इसका मतलब है कि वह सभी मौसमों के लिए अभ्यस्त हो रही है। ""वसंत में जब बर्फ पिघलती है और गीज़ वापस लौटता है और यह हिबिस्कस नवोदित होता है, तो मैं फिर से परीक्षा लूंगा।"" वह परीक्षा लेगी और एक बार उसकी ठंडी नहीं होगी, इसलिए वह तब तक इंतजार करेगी जब तक कि गीज़ फिर से नहीं आएगा जो तब तक वसंत हो जाएगा। मुझे लगता है कि वह यह भी कहने की कोशिश कर रही है कि जब बर्फ पिघलेगी और वहां पर फिर से भूगर्भ हो जाएगा तो उसने परीक्षा दी और इसे पास कर लिया। यह मुझे लगता है कि उसने इसे इस तरह से समाप्त कर दिया क्योंकि वे उसके लिए कुछ कैसे करते हैं।
",1,1,1
28,4,"लेखक इस पैराग्राफ के साथ कहानी का समापन करता है क्योंकि यह दिखाता है कि सब कुछ कैसे बदल रहा है और परिवर्तन के लिए अनुकूल है। लड़की का फैसला है कि इस बदलाव के साथ, वह वापस जाकर ड्राइवरों की परीक्षा पास करके अपने नए जीवन को भी अपना सकती है। हिबिस्कस यह भी दर्शाता है कि कैसे अपनी मातृभूमि से कुछ भी अमेरिका में आया है और अब जीवित होना चाहिए। जब यह अंकुरित होना शुरू होता है, तो सेंग अपने ड्राइवरों का परीक्षण पास करके अमेरीका के लिए आदत डालना शुरू कर देगा। यह सभी परिवर्तनों के आदी होने की कोशिश कर रहा है। जब लड़की को असफल होने के लिए बुरा लगता है, तो इसलिए कि उसके अतीत से कुछ उसके लिए इतना आराम है।
",2,2,2
29,4,"वसंत में एक परीक्षण को फिर से शुरू करने के विचार के साथ कहानी को समाप्त करके, लेखक नए सिरे से और लगातार शुरू करने की भावना सेट करता है। उदाहरण के लिए, जब लेखक कहता है, ""जब बर्फ पिघलती है और गीज़ वापस लौटता है और हिबिस्कस नवोदित होता है,"" वह अपने घर लौटकर वसंत में एक नया नया जीवन शुरू करने का विचार दिखाती है और हिबिस्कस फिर से नवोदित होकर शुरू होता है । यही कारण है कि वसंत है जब सेंग ताजा शुरू करना और परीक्षण को फिर से लेना चाहता है। पैराग्राफ यह भी दर्शाता है कि हिबिस्कस की तरह सेेंग लगातार बना रहता है। हिबिस्कस सर्दियों के माध्यम से बना रहा है और फिर से खिल रहा है, जबकि सेंग परीक्षण को फिर से बनाकर लगातार बना रहा है। लेखक इस पैराग्राफ के साथ यह दिखाने के लिए समाप्त होता है कि सेंग हार नहीं मानने वाला है।
",3,3,3
30,4,"लेखक ने कहानी को उस विशिष्ट पैराग्राफ के साथ समाप्त किया क्योंकि सांग ने परीक्षा में फिर से सबसे सहज महसूस किया जब उसने बताया कि क्या होता है। सैंग की याद आती है, जहां वह एक बहुत से आया था। उसने खुद से वादा किया कि ऐसा होने पर वह फिर से परीक्षा लेगी। लड़की के साथ यह कहते हुए कि यह आपको आश्चर्यचकित करता है कि वह फिर से बर्फ क्यों नहीं पिघलाती है, गीज़ वापसी और हिबिस्कस नवोदित है। यह उसके होने पर वास्तव में सहज महसूस कराता है।
",1,1,1
31,4,"समापन पैराग्राफ उसका अगला लक्ष्य बताता है। उसे एक परीक्षा देनी थी लेकिन वह असफल रही। संयंत्र के लिए उन्नीस डॉलर से अधिक का भुगतान किया। इसने उसे उसके पुराने घर की याद दिला दी। उसे बसंत पर भरोसा होगा क्योंकि वह पौधा अपने नए घर में बढ़ गया था, इसलिए वह अपने नए घर में भी बढ़ेगी।
",2,2,2
32,4,"लेखक ने कहानी को अपने परिच्छेद के साथ समाप्त किया क्योंकि वह वसंत में परीक्षा लेगी और वह अपना सर्वश्रेष्ठ प्रदर्शन करेगी। उन्होंने कहा, ""मैं-मैं परीक्षण में विफल रहा,"" सेंग ने कहा। टेस्ट में फेल होने से। मतलब नहीं है कि इसका अंत कभी नहीं होता। अगली बार जब वह परीक्षा देगी तो उसे और अधिक आत्मविश्वास होगा।
",1,1,1
33,4,"लेखक कहानी के इस अनुच्छेद के साथ कई प्रासंगिक कारणों से कहानी का समापन करता है, ""विंटर हिबिस्कस""। कहानी का समापन, इस तरह से यह सेंग के विकास, और प्रयास करने की अधिक इच्छा, और अपना सर्वश्रेष्ठ प्रदर्शन करने को दर्शाता है। जब वह कहती है कि वह फिर से परीक्षा लेगी, तो इससे उसके आत्मविश्वास का पता चलता है, और उसकी शुरुआत उस जगह पर आराम पाने की होती है जो उसका स्वदेश नहीं है। वह अब सफल होने की पूरी कोशिश कर रही है और काम कर रही है। और वह दी गई स्थिति में से सबसे अच्छा बना रही है। लेखक इस तरह से अध्ययन को और अधिक गहराई और अर्थ देने की कोशिश कर रहा है। सैंग यह कहकर घबरा गया और चिंतित हो गया कि, ""मैं-मैं परीक्षा में असफल रहा"", अब इसे फिर से लेने के लिए खुद के लिए एक लक्ष्य निर्धारित करना, कली अगले साल खिलती है। मूल रूप से, कहानी को इस तरह समाप्त करके लेखक ने एक पूर्ण चक्र बनाया। परीक्षण के बोलने से लेकर, फूल के अनुभव को उसकी माँ के साथ साझा करने के लिए, यह बताने के लिए कि वह अगले साल फिर से परीक्षा लेगी।
",3,2,3
34,4,"ऑटेर उस पैराग्राफ के साथ समाप्त होता है क्योंकि। यह दर्शाता है कि उसके दुःख और तकलीफ के बावजूद, लड़की आशावादी रहने में सक्षम है। कहानी में, सैन्ग एक हिबिस्कुस को देखता है जो उसे उसके मूल देश वियतनाम के लिए बहुत ही होमिक बनाता है। पाठक यह भी झूठ बोलता है कि वह एक परीक्षण में विफल रही है और जगह पर महसूस करती है। हालाँकि, हिबिस्कस आशा और आराम का प्रतीक है। ऑटेर उस पैराग्राफ के साथ निष्कर्ष निकालना चुनता है क्योंकि सांग की कठिनाइयों के बावजूद, हिबिस्कस उसे यह महसूस करने में मदद करता है कि वह बाधाओं को दूर कर सकता है और भविष्य के प्रति आशान्वित हो सकता है।
",2,2,2
35,4,"लेखक इस पैराग्राफ के साथ कहानी को समाप्त करता है क्योंकि जब सेंग और उसकी माँ वापस वहाँ घर जाते हैं जहाँ फूल उन फूलों की तुलना में अधिक सुंदर होते थे जहाँ अब रहते हैं। वह अपने घर की याद दिलाने के लिए फूलों के पौधे लगाना चाहती है। कहानी में सेंग माँ ने कहा कि यह फूल उतने सुंदर नहीं हैं, लेकिन यह ठंड के महीनों में इसे बनाने के लिए काफी मजबूत है। इस सर्दी में उसकी मां हिबिस्कस को यह जानना चाहती थी कि गणित केवल इतना है कि पौधे पिछले सर्दियों को फेंक सकता है ।
",1,1,1
36,4,"लेखक इस पैराग्राफ के साथ कहानी का समापन करता है क्योंकि लेखक सिर्फ यह बताना चाहता था कि सेंग विफल हो गया है और इसका मतलब यह नहीं है कि वह परीक्षा दे रहा है। उसने कहा कि जब साँप पिघलता है और गीज़ वापस लौटता है और यह हिबिस्कस नवोदित होता है, तो वह इसे फिर से ले जाएगी। लेखक का क्या मतलब है कि अभी वह विफल रही है लेकिन समय के साथ वह अध्ययन कर सकती है और इसे फिर से लेने के लिए तैयार होने के लिए और अधिक सीख सकती है। और जब तक वह परीक्षण लेने के लिए तैयार हो जाती है, तब तक बर्फ हट चुकी होती है, हर तरफ से पक्षियों को वापस आना चाहिए और फूल ठीक हो रहा है। वह इसे ले जाएगा। और लेखक ने इसे कैसे समाप्त किया यह हमें पता है कि वह इसे लेने जा रही है लेकिन शब्दों का उपयोग कैसे करती है हमें बताएं कि वह न केवल इसे ले जाएगा, बल्कि इसे पारित भी करेगा।
",2,1,2
37,4,"लेखक ने इसके साथ कहानी समाप्त की क्योंकि हिबिस्कस ने नवोदित शुरू किया और वह अब खुश है। इसलिए वह कह रही है कि जब वह वापस आएगी और बर्फ पिघलेगी, वह फिर से सब कुछ कर लेगी।
",0,0,0
38,4,"कहानी के लेखक ""विंटर हिबिस्कस"" ने इसे जिस तरह से समाप्त किया है, वह यह है कि हम जानते हैं कि हम कभी हार नहीं मान सकते। वह पहली बार अपने ड्राइविंग टेस्ट में फेल हो गई और मुझे खुद टेस्ट लेने से एक साल से भी कम समय हो गया और इस बात से कोई फर्क नहीं पड़ता कि मैं कितनी बार भी असफल होऊंगा। हमें जीवन में आने वाली हर समस्या से बचने की जरूरत है। अगर हम नहीं करते हैं और हम बस छोड़ देते हैं तो हमें जीवन में कभी कुछ नहीं मिलेगा। वह वसंत में प्रतिज्ञा करती है और जब हिबिस्कस नवोदित होता है तो वह फिर से परीक्षा लेगी। मुझे आशा है कि मैंने अपना ड्राइविंग टेस्ट पहली बार पास किया जैसे मैंने शिक्षार्थी का परमिट टेस्ट किया था। यदि आप काम करना बंद कर देते हैं तो भी आप किसी भी चीज पर काम करना छोड़ सकते हैं, जैसे कि आप काम करना बंद कर देंगे। कभी हार मत मानो।
",1,2,2
39,4,"लेखक ने उस वाक्य को कहानी में जोड़ा कि यह दिखाने के लिए कि सांग ने बर्फ और पौधों की कितनी देखभाल की। वह कहती है कि वह बहुत ज्यादा बागवानी करती है फिर स्कूल का काम करती है। उसे नई चीजें लगाना बहुत पसंद है।
",0,0,0
40,4,"लेखक ने उस पैराग्राफ के साथ कहानी का समापन क्यों किया इसका कारण यह है कि यह दर्शाता है कि सांग वह जिस नई जगह की उम्मीद कर रहा है वह शुरू हो रही है। कहानी के दौरान वह कहती है कि वह ""विंटर हिबिस्कस"" की तरह ही कैसा महसूस करती है। फिर बाद में कहानी में वह कहती है कि कैसे, ""कई चीजें जो उसने पहले अजीब थीं, सीज़न पर मौसम की काफी पुनरावृत्ति के माध्यम से, अब लगभग उससे परिचित है।"" वह बोली का मतलब है कि ज्यादातर चीजें जिसे वह अजीब समझती थी, वह अब धीरे-धीरे इस्तेमाल हो रही है, जिसका अर्थ है आदत डालना। इसलिए, वह आखिरी पैराग्राफ क्यों कहती है, यह दिखाने के लिए कि जब सब कुछ बदल जाता है तो वसंत वापस आता है और हिबिस्कस नवोदित होता है, ""तो वह फिर से परीक्षा लेगी।"" इसलिए लेखक कहानी पर निष्कर्ष डालता है। क्योंकि यह दिखाता है कि वह हिबिस्कस के साथ-साथ कैसे अनुकूल होगा।
",3,2,3
