essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
26,1,"क्या आपको लगता है कि कंप्यूटर बेकार हैं? या क्या आपको लगता है कि वे कई मायनों में उपयोगी हो सकते हैं? मुझे याद है @नाम4 मेरी बड़ी बहन को @नाम1 पर कुछ शोध करना था, कंप्यूटर ने उसे उसकी आवश्यक जानकारी दी। समस्या से निपटने के लिए, अधिक से अधिक लोग कंप्यूटर का उपयोग करते हैं, लेकिन हर कोई इससे सहमत नहीं है कि इससे समाज को लाभ होता है। मुझे दृढ़ता से लगता है कि @नाम2कई तरीकों से समाज को प्रभावित करता है! क्यों, कंप्यूटर आपको दोस्तों, अनुसंधान लोगों, स्थानों या चीजों के साथ संपर्क करने और आराम करने और एक मजेदार, मनोरंजक वेबसाइट पर खेलने का आनंद लेने की अनुमति देता है! मेरा पहला कारण यह है कि @नाम2 आपको परिवार या दोस्तों से बात करने की अनुमति देता है ताकि आप सभी संपर्क में रहें यदि आपका कोई दोस्त किसी अलग स्थिति में चला गया है, तो आप आसानी से सीधे कंप्यूटर से संपर्क कर सकते हैं। ""@नाम2 दोस्तों को ईमेल या चित्र भेजने के लिए अच्छा है, लेकिन अगर आप कंप्यूटर से @नाम2 करते हैं तो @नाम2 इतनी तेजी से हो जाता है!"" @नाम3 @व्यक्ति1, मेरे पड़ोसियों में से एक है। मेरा अगला कारण यह है कि आप कुछ भी शोध कर सकते हैं जैसे आप लोगों, स्थानों या चीजों को चाहते हैं और सभी सदर् सामने आएंगे। @नाम2 आपके लिए किसी भी प्रोजेक्ट, या स्कूल असाइनमेंट @महीना1 के लिए शोध करना अच्छा है। मुझे याद है @नाम4 मेरे भाई अपने प्रोजेक्ट पर काम कर रहे थे। सब कुछ वह परेशान था, वह सीधे कंप्यूटर पर पाया! मेरा अंतिम कारण यह है कि मज़ेदार और रोमांचक वेबसाइटों की एक बहुत कुछ है जो आप आराम कर सकते हैं और खेल सकते हैं! ये वेबसाइटें आपको व्यस्त रख सकती हैं, और आप खेलते समय बोर नहीं होंगे! ""@नाम4 मैं कंप्यूटर पर जाता हूं और गेम खेलता हूं, जो मुझे @नाम5.com पर मिलता है,"" @नाम3 मेरे छोटे चचेरे भाई, @व्यक्ति2। कंप्यूटर्स @महीना1 लोगों को उनका आदी बना देता है। हां लेकिन, आप कुछ दिलचस्प बातें सीख रहे होंगे कि इंटरनेट कैसे काम करता है। अधिक से अधिक लोग कंप्यूटर का उपयोग करते हैं, लेकिन हर कोई इससे सहमत नहीं है कि इससे समाज को लाभ होता है। मैं दृढ़ता से कहता हूं कि वे समाज को लाभान्वित करते हैं, इसलिए आप लोगों के संपर्क में रह सकते हैं, आप शोध कर सकते हैं और मजेदार खेल खेल सकते हैं! @नाम2 का अब या कभी नहीं तय करना कि आप क्या सोचते हैं! मुझे बुलाओ और हम इसके माध्यम से बात करेंगे।",5,4,9
27,1,"कंप्यूटर एक अच्छा इसलिए है क्योंकि आप बझपन पा सकते हैं, आप गेम खेल सकते हैं, आप चित्र प्राप्त कर सकते हैं, लेकिन जब आप कंप्यूटर पर होते हैं तो आपको ऐसा कुछ या कोई ऐसा व्यक्ति मिल सकता है जो बुरा है या वह वर्जिन है। अगर थ्रिस एक व्रिस है तो आप कंप्यूटर को बंद कर सकते हैं ताकि यह खराब न हो। बच्च के लिए वेबसाइट हैं, जैसे खेल, किशोर खेल हैं, वयस्क खेल हैं। साथ ही चित्र बच्च के लिए खराब हैं क्योंकि ज्यादातर समय वे अगोचर चित्रों का नेतृत्व करते हैं। आपको केवल अनूमान लगाना चाहिए कि आपको वीपन्स या घुटनों जैसी चीजों की आवश्यकता नहीं है। इसके अलावा @नाम1 @नाम2 जैसी कंपनियों के विभिन्न प्रकार हैं। @नाम2 कंप्यूटर पाने के लिए एक अच्छी जगह है @नाम1 तो @नाम2 है।",2,2,4
28,1,"प्रिय समाचार पत्र, कंप्यूटर उच्च टीईसी हैं और एक रोजमर्रा की चीज में विस्तारित हुए हैं। वे समाज में एक बड़ी भूमिका निभाते हैं। कंप्यूटर में कई अलग अलग चीजें उनके बिना हम बमुश्किल कोई बात किया जायेगा करने के लिए सुधार किया गया है। यद्यपि बच्चों को अधिक बाहर जाना शुरू करना चाहिए, कंप्यूटर बच्चों को नई चीजें सिखाता है, और यह उपयोगी है। कंप्यूटर के साथ बच्चे शायद ही कभी बाहर जा रहे हों। @स्थान1 की हमारी बहुत सी जनसंख्या मोटे हैं, जिनमें बच्चे भी शामिल हैं। इसके कारण वे अपने कंप्यूटर पर अंदर और बाहर रह रहे हैं। बच्चों को एक बार और कुछ ताजा हवा लेने और व्यायाम करने के लिए बाहर जाने की आवश्यकता होती है। अगर वे कंप्यूटर पर अपने समय को सीमित करने और कुछ सक्रिय खेल कर यह बच्चे के लिए बेहतर होगा। चूंकि कंप्यूटर तेजी से बढ़ रहे हैं और अनुकूल बच्चों को कुछ फ़्लैश खेल, रन भागने की तरह खेल रहा है उस पर दिन का आधा खर्च सिर्फ स्क्रीन पर घूरटे। अपना समय बर्बाद करने के बजाय उन्हें ऐसा करना चाहिए कि वे बाहर जाएं, बस कुछ करें! कंप्यूटर बच्चों को नई चीजें सिखाता है। गूगल कुछ पेड़ों की तरह। आपको पेड़ों के बारे में जानकारी देने वाली वेबसाइटों का झुंड मिलेगा। बच्चे भी गेम खेलते हैं, अगर उन्हें यह पता नहीं है, तो वे जो गेम खेलते हैं, उनमें से कुछ उन्हें सामान सिखा रहे हैं, उदाहरण के लिए, मेरी छोटी बहन, निकेलोडेन डॉट कॉम नामक साइट पर जाती है, मुझे वह सही लगती है और वह उसे सामान सिखाती है पहले पता नहीं था। उन प्रकार के खेलों से इसने उसे किंडरगार्डन के लिए तैयार किया। अब एक दिन अधिक से अधिक साइटें सजती-संवरती रहती हैं और बिंग जैसी जानी जाती हैं। कंप्यूटर वास्तविक उपयोगी होते हैं। मान लीजिए कि आप जानना चाहते हैं कि काम पर क्या हो रहा है। तो इंटरनेट एक्सप्लोरर पर अपने माउस को क्लिक करें और अपना ईमेल प्राप्त करें। कंप्यूटर के साथ, आप फेसबुक जैसी सामाजिक नेटवर्किंग साइटों पर जा सकते हैं और दोस्तों के साथ जुड़ सकते हैं। आप दोस्तों से बात करने के लिए इंस्टेंट मैसेजिंग साइट पर भी जा सकते हैं और देख सकते हैं कि वहाँ क्या हो रहा है। आपके मनोरंजन के लिए आप खेल खेल सकते हैं। याद रखें कि बहुत लंबे समय तक नहीं रहना चाहिए। हमारे समुदाय में कंप्यूटर बहुत बड़ी बात है। उनके बिना जीवन बहुत कठिन होता। लेकिन बहुत लंबा पर रहने के लिए नहीं याद! हालांकि बच्चों को बाहर जाना शुरू करना चाहिए, कंप्यूटर, बच्चों को नई चीजें सिखाता है, और उपयोगी है।",5,4,9
29,1,"प्रिय स्थानीय समाचार पत्र, दुनिया भर में @नाम1 लोग, या स्वयं के कंप्यूटर का उपयोग करते हैं। हालाँकि, @नाम1 लोग हैं, जो सोचते हैं कि कंप्यूटर आपके लिए अच्छे हैं, अन्य लोग अलग-अलग कह सकते हैं। जब आप कंप्यूटर पर होते हैं, तो आप दोस्तों या परिवार के साथ बात करके अधिक सामाजिक बन सकते हैं। इसके अलावा, जब आप कंप्यूटर पर होते हैं तो आप @महीना1 इसे नोटिस नहीं करते हैं; आपके हाथ से आँख के समन्वय में सुधार हो रहा है, और अंत में, आप दर्जनों पुस्तकों के माध्यम से अपने विषय को खोजने के बजाय एक बटन पर क्लिक करके खोज करने में सक्षम हैं। कंप्यूटर में बहुत @नाम1 लाभ हैं। एक चैटिंग, या दोस्तों और परिवार से ऑनलाइन बात करना। आप @महीना1 के दूर के मित्र हैं जिनसे आपने थोड़ी देर में बात नहीं की है। एक संगणक के साथ आप अपने दोस्त के साथ फिर से जुड़ने में सक्षम हैं। यदि आपके पास एक एंकाउंट है जिस पर चैट करना सुरक्षित है, तो आप @महीना1 नए दोस्त बनाने में सक्षम होंगे। यह आपके लिए, सामाजिक रूप से अच्छा होगा। दोस्तों के साथ रहना और परिवार के संपर्क में रहना हमेशा अच्छा होता है। कुछ लोगों को पियानो बजाना कठिन लगता है क्योंकि वे संगीत को नहीं देख सकते हैं और उनके हाथ कुछ और कर सकते हैं। एक संगणक पर आपके हाथ-आंख-समन्वय में समय के साथ सुधार होता है, क्योंकि आप एक विषय की खोज कर रहे हैं क्योंकि आपके हाथ टाइप कर रहे हैं। साथ ही, यह आपकी उंगलियों के लिए एक बेहतरीन मेमोरी एक्सर्साइज है। आप अंततः याद करते हैं कि सभी कुंजियाँ कहाँ स्थित हैं। बिना कंप्यूटर्स के लोगों को अपने विषय पर जानकारी खोजने के लिए @नाम1 पुस्तकों के माध्यम से खोजना होगा। कंप्यूटर के साथ अन्य, बस अपने विषय में टाइप करना है और उन्हें जो भी जानकारी की आवश्यकता है, वह सही है। आप अपने विषय के चित्र या वीडियो भी देख सकते हैं! नहीं @नाम1 किताबें जो मुझे पता है, एक विषय खोज सकते हैं, आपको एक संसाधन के साथ चित्र, और वीडियो दिखा सकते हैं! @नाम1 लोग इस तथ्य पर बहस करते हैं कि कॉम्पूटर आपके लिए अच्छा है या नहीं। अगर आप मुझसे पूछें, तो लोगों के लिए कॉम्प्यूटर्स बहुत बढ़िया हैं। यह लोगों को सामाजिक बनाने, और पुराने दोस्तों से बात करने की अनुमति देता है; यह आपके हाथ से आँख समन्वय में सुधार भी करता है, और अंत में; यह आपको दर्जनों पुस्तकों के माध्यम से खोज करने के सभी जल्दबाजी के बिना किसी विषय को खोजने का विकल्प देता है। तो अब सवाल आपके ऊपर है; कंप्यूटर लोगों के लिए अच्छे हैं, या नहीं?",5,4,9
30,1,"प्रिय समाचार पत्र लोग, मुझे लगता है कि कंप्यूटर कुछ कारणों से समाज को लाभ पहुंचाते हैं। कंप्यूटर काम को आसान बनाते हैं वे ऐसे काम कर सकते हैं जिन्हें लोग कठिन समस्याओं को हल करना पसंद नहीं कर सकते हैं, और बच्चे उन पर गेम खेलना पसंद करते हैं। कंप्यूटर काम को आसान और भद्दा बनाते हैं। टाइपिंग अक्सर लिखने की तुलना में तेज़ होती है, और पढ़ने में हमेशा आसान होती है। अध्ययनों से यह भी पता चला है कि जो लोग कंप्यूटर का उपयोग काम तेजी से खत्म करने के लिए करते हैं और उनके पास जो कुछ भी करना चाहते हैं उनके लिए @प्रतिशत1 अधिक खाली समय है। कंप्यूटर में ई-मेल भी होता है, जो आपको अपने बॉस को किए गए काम को बिना छपाई और कागज बर्बाद किए भेजने की अनुमति देता है। कंप्यूटर कठिन समस्याओं को हल कर सकते हैं जो लोग या तो नहीं कर सकते हैं, या अपना समय बर्बाद नहीं करना चाहते हैं। यदि आपको एक गणित की समस्या को हल करने की आवश्यकता है जो आप एक गणना या कंप्यूटर का उपयोग करते हैं। इसलिए आपको इसका पता लगाने की जरूरत नहीं है। मुझे होमवर्क के लिए बहुत सारी गणित की समस्याएं करनी हैं और मुझे लगता है कि कैलकुलेटर का उपयोग करना बहुत आसान है। मेरा आखिरी कारण यह है कि कंप्यूटर अच्छे हैं कि बच्चे उन पर गेम खेलना पसंद करते हैं। बहुत सारे लोग कहते हैं कि बच्चों को कंप्यूटर गेम नहीं खेलना चाहिए, लेकिन उनमें से कुछ शैक्षिक हैं। यहां तक ​​कि गैर-शैक्षिक खेल बच्चों को मज़ेदार बनाने और उनके काम करने के बाद आगे देखने के लिए कुछ करने में मदद करते हैं। @प्रतिशत2 बच्चों का कहना है कि जब वे आगे बढ़ने के लिए कुछ मज़ेदार होते हैं, तो वे अधिक खुश होते हैं, और खुश बच्चे बेहतर काम करते हैं। मुझे उम्मीद है कि इसे पढ़ने के बाद आप समझ जाएंगे कि कंप्यूटर समाज में कितना योगदान देता है।",4,4,8
31,1,"मैं मानता हूं कि कंप्यूटर हमारे समाज के लिए एक फायदा है। मुझे यह लगता है क्योंकि वे हमें परिवार और दोस्तों के साथ ऑनलाइन बातचीत करने और वीडियो चैट करने में मदद करते हैं, जिसका उपयोग स्कूल के काम, या काम के उद्देश्यों के साथ एक महान उपकरण के रूप में किया जाता है। बच्चों के आनंद के लिए सबसे अधिक और अब मज़ेदार कंप्यूटर गेम उन्हें वास्तविक जीवन परिणामों के लिए तैयार करने में मदद करते हैं, जैसे कि कैसे खेल वेबकिन बच्चों को पालतू जानवरों की देखभाल करना सिखाता है। ""@नाम1 आपके पास @नाम2 है?"" @नाम3 @नाम4, मेरा @नाम5। ""@नाम6, कृपया मुझे अनुरोध करें"", मैंने उत्तर दिया। उस रात के बाद, मैं घर जाता हूं और मेरे @नाम2 की जांच करता हूं, एक नया नोटीफीकेषन आता है और मैं अब अपने @नाम5 @नाम4 के साथ दोस्त हूं। मेरा पूरा परिवार @नाम2 पर है और मुझे लगता है कि यह कई कारणों से उपयोगी है, जैसे योजनाएं और पार्टियां बनाना। मुझे निमंत्रण लिखने से नफरत है, लेकिन अब हर साल मेरी जन्मदिन की पार्टी के लिए मैं उन्हें टाइप करता हूं, पांच मिनट से कम समय लगता है। या, चालान भेजने के और भी सरल तरीके के लिए आप केवल एक ईमेल या @नाम2 संदेश भी लिख सकते हैं। वास्तव में, मुझे कल @नाम2 पर एक पार्टी में आमंत्रित किया गया था। यह बहुत आसान है, आप बस एक घटना बनाएं और अपने सभी दोस्तों को नोट में टैग करें। इसके अलावा, @नाम13 प्राप्त करना इतना आसान है क्योंकि आप स्वचालित रूप से अधीसुचित हो जाते हैं। इस तरह की तकनीक से जीवन आसान हो जाता है। उदाहरण के लिए, क्या आपने कभी कुछ नया प्राप्त किया है और आप अपने दोस्तों को दिखाने के लिए इंतजार नहीं कर सकते? खैर, अब आप अपने खुद के घर में आराम कर सकते हैं। आप सभी की जरूरत है एक वेब कैमरा है और आप तुरंत अपने दोस्तों में से एक के साथ कनेक्ट कर सकते हैं कि एक भी है। ""@नाम14, @व्यक्ति1! मुझे अच्छा लगा कि आपने अपने कमरे में क्या किया है, गुलाबी वॉलपेपर कितना प्यारा है!"" मैंने कहा। ""@नाम15 आप! मैं आज आपके बालों को प्यार करता हूं। यह बहुत सुंदर है,"" @व्यक्ति1 कहते हैं। मुझे अपने दोस्तों के साथ वेबकेम करना बहुत पसंद है क्योंकि आप उन्हें देख और सुन सकते हैं जैसे कि वे ठीक उसी तरह से हों जैसे आप। जैसा कि आप देख सकते हैं, अधिक समय पैसा खर्च करने, और मेरी माताओं के समय और उसके घर पर सवारी करने की तुलना में वेबकैम बहुत आसान है। संगणक जीवन को इतना अधिक संयमित बनाते हैं। एक और उदाहरण कि यह इतना आसान कैसे है अब कंप्यूटर आपको स्कूल के काम में मदद करता है। क्या आपको कभी रिपोर्ट लिखनी पड़ी? खैर, अब कई बार शिक्षक विशेष रूप से उन्हें टाइप करने में आनंद लेते हैं क्योंकि कई छात्रों के पास गंदे हाथ से लिखना होता है और अधिकांश बच्चे इसे वैसे भी लिखना पसंद नहीं करेंगे। अपने आप की तरह, मैं लिखने की तुलना में तेजी से टाइप करता हूं और इसलिए मैं @प्रतिशत1 से सहमत हूं कि कंप्यूटर समाज को लाभ पहुंचाते हैं। सबसे महत्वपूर्ण बात, कंप्यूटर आपको ऑनलाइन एक अच्छी नौकरी खोजने में मदद कर सकते हैं और यहां तक ​​कि आपके लिए एक शानदार रिज्यूमे टाइप करने में भी मदद कर सकते हैं। कितना प्रभावशलि होगा? अगर मैं नौकरी के लिए पेशेवर पद के लिए आवेदन कर रहा था, तो मुझे पता है कि मैं अपना फिर से शुरू करूँगा। अंत में, यह है कि कंप्यूटर हमारे समाज के लिए कितने उपयोगी, लाभदायक, महत्वपूर्ण और मज़ेदार हैं।",4,6,10
32,1,"प्रिय स्थानीय समाचार पत्र, @नाम1 का नाम @व्यक्ति1 है और मैं एक @ संगठन नागरिक हूं। मेरा मानना ​​है कि कंप्यूटर सभी के समाज को लाभ नहीं पहुँचाते हैं! @नाम1 राय में, वे हमारे शहर को बदतर बनाते हैं। लोग अपने कंप्यूटर पर बहुत अधिक समय व्यतीत करते हैं और कम समय व्यायाम करते हैं, प्रकृति का आनंद लेते हैं, और परिवार और दोस्तों के साथ बातचीत करते हैं। ये सभी चीजें @नाम3 कंप्यूटर हमारे समाज के लिए कर रहे हैं और इसे रोकने के लिए समय है! सबसे पहले, लोग कंप्यूटर के रास्ते पर बहुत अधिक हैं। किशोर सोशल नेटवर्किंग साइटों पर हैं, वयस्क चैट रूम पर हैं, और बच्चे कंप्यूटर गेम खेल रहे हैं। इसके बजाय, लोगों को बाहर खेलना चाहिए, या पार्क में टहलने जाना चाहिए। क्या आप जानते हैं कि @प्रतिशत1 वयस्कों का वजन अधिक है? अगर लोग घर के अंदर समय की कटौती करते हैं, तो हम शायद उस संख्या को कम कर सकते हैं। इसके अलावा, कौन जानता है कि @नाम3 किशोर कंप्यूटर पर कर रहे हैं। कंप्यूटर में अच्छी चीजें हैं लेकिन वे खराब भी हो सकते हैं। उदाहरण के लिए, @नाम3 तरह के लोगों को जानने वाले चैटरूम चैट रूम में हैं। बच्चों को @नाम3 के बारे में सावधान रहने की आवश्यकता है जो वे इंटरनेट पर कहते हैं या दिखाते हैं। खेल खेलने या अपने बॉयफ्रेंड और गर्लफ्रेंड से बात करने के बजाय, किशोरों को बाहर जाकर व्यायाम करना चाहिए। दूसरा, अधिक नागरिकों को प्रकृति और उनके आस-पास के सुंदर सेनेरी का आनंद लेने की आवश्यकता है। हमारे ई-मेल की जाँच करने के लिए सभी इतने व्यस्त थे, हम @नाम3 को एक खूबसूरत दिन नहीं मानते हैं जो बाहर है। एक अच्छे @दिनांक1 या @दिनांक2 के दिन, लोगों को इस बच्चे को एक स्थानीय पार्क या तालाब में ले जाना चाहिए। यह मुझे पिछले @दिनांक2 की याद दिलाता है जब मैं @नाम1 चचेरे भाई के घर गया था। @नाम1 चाची ने केवल हमें एक दिन के रूप में एक घंटा देखने की अनुमति दी, जिसमें कंप्यूटर भी शामिल था। हम हर एक दिन बाहर थे, भले ही हम सिर्फ बादलों को घूर रहे थे। इसने हमें सक्रिय रखा और पर्यावरण का आनंद लिया। @नाम1 आखिरी कारण है कि कंप्यूटर समाज को बुरी तरह से प्रभावित कर रहे हैं, यह है कि कंप्यूटर परिवार और दोस्तों के साथ बातचीत से समय निकालते हैं। मुझे पता है @नाम3 आपकी सोच, जब आप कंप्यूटर पर अपने परिवार और दोस्तों से बात कर रहे हैं, लेकिन यह समान नहीं है। तुरंत मैसेज करने के बजाय उन्हें कॉल करें। शायद आमने-सामने बात करने के लिए भी उन्हें आमंत्रित करें। यह मुझे @नाम1 बहन की याद दिलाता है। जब मैं घर जाता हूं, तो वह आम तौर पर @नाम2 पर होगी। अब, उठने और मुझसे बात करने के बजाय वह मुझे ""@नाम3 अप?"" या ""@नाम4 आपका दिन था?"" कंप्यूटर लोगों को संवाद करने में मदद करते हैं, लेकिन वे संचार को भी दूर ले जाते हैं। जैसा कि आप देख सकते हैं, मैंने आपको तीन कारण बताए हैं कि क्यों मैं दृढ़ता से मानता हूं कि कंप्यूटर बुरी तरह से @संगठन1 हैं। न केवल @ संगठन 1 बल्कि हर जगह! आपको अपनी आँखें खोलने और यह समझने की ज़रूरत है कि लोग कंप्यूटर पर बहुत अधिक समय बिताते हैं, वे लोगों को प्रकृति का आनंद नहीं लेने देते हैं, या अपने परिवारों के साथ बातचीत करने की अनुमति देते हैं। कृपया मैं आपको यह समझने के लिए कह रहा हूं कि हमारा समाज इसे दुर्घटनाग्रस्त करेगा हम इस मुद्दे को ठीक नहीं करते हैं। तो @नाम3 आप इसके बारे में क्या करने जा रहे हैं?",5,5,10
33,1,"प्रिय, @ संगठन 1 मुझे लगता है कि कंप्यूटर लोगों पर जो प्रभाव डालते हैं वे वास्तव में सकारात्मक हैं। कंप्यूटर का उपयोग सभी प्रकार की चीजों के लिए किया जा सकता है। इतिहास के बारे में बातें पता लगाना जैसे उदाहरण। ऐसे लोग जिन्होंने दुनिया और अन्य जानकारी को बदल दिया। कंप्यूटर बच्चों को सीखने की शक्ति देते हैं। उदाहरण के लिए, उनकी बहुत सारी वेबसाइटें हैं जो आपको स्कूल पास करने में मदद के लिए ऑनलाइन ट्यूशन या अच्छे तरीके प्रदान करती हैं। अन्य सकारात्मक तरीका ऑनलाइन तारीख साइटों है। आप नए लोगों से मिल सकते हैं और जीवन को बेहतर बनाने का एक अच्छा तरीका है। @नाम1, @नाम2, @नाम3 जैसी लोकप्रिय साइटें, और इसी तरह अपने अतीत के दोस्तों के साथ संपर्क बनाए रखने के लिए, या यहां तक ​​कि नए बनाने के लिए एक अच्छा तरीका है। लेकिन मुझे लगता है कि सबसे अच्छा है कि मेरी राय में सबसे अच्छा ऑनलाइन स्कूल जा रहा है। एक बार जब आपका बोलचाल के साथ किया जाता है और आप एक न्युज़ होते हैं, तो एक उदाहरण के लिए आप एक पंजीकृत नर्स की तरह उच्च डिग्री प्राप्त कर सकते हैं, फिर एक @संगठन2 है। मुझे लगता है कि कंप्यूटर का लोगों पर सकारात्मक प्रभाव पड़ता है।",3,3,6
34,1,"प्रिय @स्थान1, @नाम1 यह कहते हुए एक अफवाह है कि कंप्यूटर चिल्ड लाइफ में नकारात्मक प्रभाव डालते हैं। मैं असहमत हूं। एक कंप्यूटर इतने सारे तरीकों से एक बच्चे की मदद कर सकता है, यह छात्रों को होमवर्क के साथ मदद कर सकता है, छात्रों को दोस्तों से बात करने और स्कूल परियोजनाओं के साथ मदद करने में मदद कर सकता है। और इसके अलावा, अधिकांश बच्चे कंप्यूटर पर बहुत लंबे समय तक नहीं रहते हैं। होमवर्क, यह स्कूल में एक बड़ी भूमिका है, अगर आप ऐसा नहीं करते हैं या बदतर नहीं है तो यह आपको निराश नहीं कर सकता है। यही कारण है कि कंप्यूटर में ऐसी वेबसाइटें होती हैं जो एक बच्चे को यह जानने में मदद करती हैं कि कोई समस्या या सामाजिक अध्ययन कैसे करें, यदि वे नहीं जानते हैं। यदि आप स्कूल के वेब पेज पर जाते हैं तो एक लिंक आता है जो आपको गणित के खेल में लाता है। एक विज्ञान वेबसाइट के लिए भी। यह एक बच्चे की मदद करता है ताकि वे होमवर्क पर जोर न दें। एक कंप्यूटर भी छात्रों को दोस्तों के साथ बातचीत करने में मदद करता है। एक सामाजिक जीवन एक @संख्या1 के लिए बहुत महत्वपूर्ण है। यह वह जगह है जहाँ कंप्यूटर में उद्देश्य, फेसबुक और यहां तक ​​कि माइस्पेस दोस्तों के साथ एक बच्चे के प्रभाव में मदद कर सकता है। अगर एक बच्चा स्कूल में झगड़े में पड़ गया तो वह घर आ सकता है और काम कर सकता है और इसे बिना सोचे-समझे नहीं छोड़ सकता। एक कंप्यूटर अन्य शहरों के नए दोस्त भी हैं। किशोर को नए फ्राइज़ बनाने और बनाने की ज़रूरत है जो जीवन में मदद करेगा। अगर कोई किशोर मदद करता है तो वे मदद मांग सकते हैं। हर छात्र को पेपर और पेंसिल खरीदने के लिए स्टोर से बाहर निकलते समय सामाजिक बिंदु पर एक होम प्रोजेक्ट मिलता है। आप घर पर रह सकते हैं, पैसे रख सकते हैं और निबंध लिख सकते हैं। कंप्यूटर एक सामाजिक अध्ययन या एक विज्ञान परियोजना के साथ मदद कर सकता है। आप तस्वीरें प्रिंट कर सकते हैं और जानकारी पा सकते हैं। ड्राइंग एक जल्दबाजी और गन्दा हो सकता है, इसलिए यह समय और गंदगी बचाता है। यदि @नाम1 ऐसे शब्द हैं जिन्हें आप नहीं समझते हैं तो आप उन्हें देख सकते हैं। कंप्यूटर एक परियोजना करने के लिए सबसे अच्छा तरीका है। कंप्यूटर, हर कोई उनका उपयोग करता है, वे हमारे माता-पिता की उतनी ही मदद करते हैं जितनी कि हमारे। वे हमें होमवर्क में मदद करते हैं, दोस्तों से बात करते हैं, और यहां तक ​​कि हमारी परियोजनाओं को करने में भी हमारी मदद करते हैं! कंप्यूटर हमारे पास सबसे अच्छी तकनीक में से एक है @दिनांक1।",4,4,8
35,1,"य @नाम1 @नाम2, मुझे लगता है कि कंप्यूटर का लोगों पर सकारात्मक प्रभाव पड़ता है। हम उनके बिना कहाँ पहुँच पाएंगे? कंप्यूटर हाथ से आँख समन्वय सिखाते हैं, लोगों को उनके इच्छित किसी भी विषय के बारे में जानने की क्षमता देते हैं, और लोगों को एक दूसरे के साथ संवाद करने की अनुमति देते हैं, चाहे वह कितनी भी दूर हो। जाहिर है, कंप्यूटर फायदेमंद होते हैं। मुझे लगता है कि कंप्यूटर का लोगों पर सकारात्मक प्रभाव पड़ता है। वे हाथ से आँख समन्वय सिखाते हैं, जैसा कि मैंने पहले कहा था। मुझे पता है कि लोग कहते हैं कि आप कंप्यूटर पर हैं, आप व्यायाम करने में कम समय व्यतीत करते हैं, लेकिन कंप्यूटर आपको कौशल फेंकने में आपकी मदद करते हैं। यदि आप सर्जन । डॉक्टर बनना चाहते हैं तो हाथ की आँख का समन्वय भी लागू होता है। आपको स्थिर हाथों की आवश्यकता है। हम जो कुछ भी करने की जरूरत है उसे करने के लिए तैयार हैं। देखें, उनका सकारात्मक प्रभाव पड़ता है। मुझे लगता है कि कंप्यूटर का लोगों पर सकारात्मक प्रभाव पड़ता है। वे लोगों को इंटरनेट पर किसी भी चीज़ के बारे में जानने की क्षमता देते हैं। कहते हैं कि जब आप बड़े हो जाते हैं तो आप एक इंजीनियर बनना चाहते हैं, आप कुछ भी सीखना चाहते हैं और सब कुछ आप उस देखभालकर्ता पर बाद में सफल हो सकते हैं। एक डॉक्टर के बारे में क्या आप जानना चाहते हैं कि आपकी मेडिकल डिग्री प्राप्त करने के लिए कितने साल कॉलेज और मेड स्कूल की आवश्यकता होती है। एक कंप्यूटर आपको उन चीजों के बारे में जानने में मदद करता है। यह आपको अन्य चीजों के बारे में भी सिखा सकता है। फिर, वे सकारात्मक कैसे नहीं हो सकते हैं। मुझे लगता है कि कंप्यूटर का लोगों पर सकारात्मक प्रभाव पड़ता है। एक और बात जो वे सौ में से कर सकते हैं, वह यह है कि आप अन्य लोगों के साथ संवाद करें चाहे वह कितनी भी दूर क्यों न हो। मेल मेरा ऐसा हो सकता है जहाँ पर्याप्त के साथ, हाँ, लेकिन @नाम3- मेल मुफ़्त है और एक मिनट से भी कम समय में वहाँ पहुँच जाता है जहाँ मेल दूर तक जाने के लिए हफ्तों तक झील कर सकते हैं। उदाहरण के लिए, यदि आप दूसरे देश से आए हैं तो क्या होगा। आप उन लोगों से संपर्क नहीं खोना चाहेंगे जिनके साथ आप बड़े हुए हैं। कंप्यूटर के साथ, आप अब नए व्यक्ति को देखने के लिए स्काइप का उपयोग कर सकते हैं। फोन पर बात करना या मेल करना भी तुलना नहीं करता है। आप कभी भी हार नहीं सकते थे! कंप्यूटर लोगों को हर तरह की चीजें करने में मदद करते हैं। मैं निष्कर्ष निकालता हूं, कंप्यूटर लोगों पर सकारात्मक प्रभाव डालता है। वे हाथ से आँख समन्वय सिखाते हैं, लोगों को उनके इच्छित किसी भी विषय के बारे में जानने की क्षमता देते हैं, और लोगों को एक दूसरे के साथ संवाद करने की अनुमति देते हैं, चाहे वह कितनी भी दूर हो। कोई भी बुरा कारण नहीं है जो इनमें से किसी को भी शीर्ष पर ला सके। वे समझ में आता है। तो तुम क्या सोचते हो? क्या आपको लगता है कि वे हमारे लिए अच्छे हैं, या हमें कम कंप्यूटर की ज़रूरत है?",4,5,9
