essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
11,3,"जो कूर्मास्की द्वारा लिखित कहानी में, ""रफ रोड अहेड: डोन्ट नॉट एक्जेड पोस्टेड स्पीड लिमिट"" जो दर्शाता है कि कुछ परिस्थितियाँ एक साइकिल चालक को कैसे प्रभावित कर सकती हैं। साइकिल चालक रेगिस्तान के माध्यम से योसेमाइट नेशनल पार्क तक पहुंचने के लिए बाइक चला रहा था, लेकिन अपनी यात्रा पर उसने कई कठिन परिस्थितियों को पूरा कर लिया, जिससे वहां पहुंचना मुश्किल हो गया। सबसे पहले, रेगिस्तान बहुत गर्म था जो यात्रा को बहुत मुश्किल बनाता है। उदाहरण के लिए पाठ में कहा गया है, ""सूर्य नीचे की ओर धँसने लगा था।"" @नाम1 किसी भी कार्य को कठिन बनाता है क्योंकि सूर्य नाली व्यक्ति की ऊर्जा है। दूसरे, यात्रा बहुत लंबी थी इसलिए साइकिल चालक को पानी के संरक्षण के लिए एक कठिन समय था। उदाहरण के लिए, आदमी ने इतना पानी पिया, वह लगभग भाग गया; “पानी की बोतल में केवल निर्जलीकरण होता है जो मौत का कारण बन सकता है। जो कुर्मास्की की कहानी, ""रफ रोड अहेड। स्पीड लिमिट से अधिक न करें, ""यह दर्शाता है कि पर्यावरण की कुछ स्थितियां साइकिल चालक को कैसे प्रभावित कर सकती हैं।",2,3,3
12,3,"सेटिंग की विशेषताएं साइकिल चालक को बहुत प्रभावित करती हैं! साइकिल चालक गर्म रेगिस्तान के माध्यम से सवारी कर रहा है। मतलब उसे हाइड्रेटेड रखने के लिए उसे ठंडे पानी की बहुत जरूरत होती है। जितनी देर वह तेज धूप में निकलता है, जितना अधिक वह पसीना बहाता है, उतनी ही अधिक वह निर्जलित होता जाएगा। यदि वह बारिश या बर्फ में सवारी कर रहा था, तो संभवत: उसे धीमा भी कर सकता है, क्योंकि वह ठंडा होगा और उसकी मांसपेशियां कठोर हो सकती हैं और तेजी से चलने में सक्षम नहीं होती हैं। यही कारण है कि सेटिंग साइकिल चालक को बहुत प्रभावित करती है।",3,2,3
13,3,"कई विशेषताएं थीं जो साइकिल चालक को प्रभवित करती थीं जैसे कि गर्मी और पानी की कमी। पूरी कहानी में साइकिल चालक बहुत सारा पानी पी रहा था और केवल थोड़ा सा पानी बचा था। ""मैंने अतीत को कम कर दिया, अपने निर्जलित राज्य में अपना संतुलन बनाए रखने की कोशिश कर रहा हूं।"" यह दर्शाता है कि वह यसमइट की यात्रा के लिए पर्याप्त पानी से तैयार नहीं था। पानी के बिना वह / वह गर्मी से मर जाएगा। ""सूखे पसीने के चौड़े छल्ले ने मेरी कमीज़ को उतार दिया, और बढ़ते हुए अहसास ने कहा कि मैं हीट स्ट्रोक से गिर सकता हूँ"" यह बताता है कि उसके सिस्टम में पर्याप्त पानी नहीं होने का खतरा @नाम1 है। पानी और गर्मी जैसे फीचर्स ने उसे प्रभावित किया। कहानी। पर्याप्त पानी न होने से वह अपना पसीना बहा सकता है और गर्मी उसे और भी अधिक पसीना दे रही है जिससे अत्यधिक गर्मी पड़ सकती है।",1,1,1
14,3,"लेखकों की शॉर्टकट ""शॉर्टकट"" ने उनके प्रदर्शन और ताकत को जबरदस्त रूप से प्रभावित किया। चाहे वह पहाड़ियां हों, गर्मी हो या बंजर परिदृश्य तीनों ने जो कुरमस्की पर अपना टोल लिया। इतना ही नहीं, लेकिन पानी की कमी ने उनकी ऊर्जा को भी कम कर दिया। ” सपाट सड़क को छोटी रोलिंग पहाड़ियों द्वारा फिर से तैयार किया गया था। ” पहाड़ियों को पारित करने के लिए एक कठिन चीज थी क्योंकि जोई को ऊर्जा की निकासी की जा रही थी। जब एक इमारत विचारों में आई तो उसने इस थकावट को पार कर लिया। ” मैंने यह सुनिश्चित करने के लिए अपनी आँखों से पसीना पोंछ लिया कि यह मृगतृष्णा नहीं है, और मैंने जो कुछ भी माना उससे उत्साहित होने की कोशिश नहीं की, यह मेरी ऊर्जा का अंतिम विस्फोट था। मैंने पहाड़ी से नीचे की ओर देखा। "" ऑस्ट्रोर ने उन सभी समस्याओं पर काबू पा लिया, जो मुश्किल होने के बावजूद सामने आईं। उसे लगता है कि इस टुकड़े को यह लिखना अतिशयोक्तिपूर्ण है कि जब आप हार मानना ​​चाहते हैं तो इसे जारी रखना कितना महत्वपूर्ण है। विंस्टन चर्चिल ने एक बार कहा था, ""सफलता अंतिम नहीं है, विफलता घातक नहीं है: यह साहस है जो इसे जारी रखने के लिए लेता है।"" मेरा मानना ​​है कि @व्यक्ति2 इससे सहमत है।",3,2,3
15,3,"सेटिंग में सविधाओं ने साइकिल चालक को कई तरह से प्रभावित किया। प्रारंभ में, जब साइकिल चलक सड़क पर बड़े सांप के साथ सड़क के बीच से गुजरा तो उसने उसे पिंजरे में रखा और बहुत उकसाया। इसके अलावा, रेगिस्तान और आसपास कुछ भी नहीं छोड़ दिया और जब मैं परेशान हूँ के लिए कोई मदद नहीं की साइकिल चालक दिया। अंत में, साइकिल चालक को बहुत राहत मिली जब वह चारा की दुकान को देखता है और यह कि लोग वहां हैं। सेटिंग में सविधाओं ने उसकी सवारी पर साइकिल चालक को बहुत प्रभावित किया।",1,2,2
16,3,"""रफ रोड अहेड: डू नॉट एक्जेड पोस्टेड स्पीड लिमिट,"" में सेटिंग की विशेषताएं, जो कुर्मास्की द्वारा, साइकिल चालक को बहुत प्रभावित करती हैं और उसे कई कठिनाइयों के माध्यम से डालती हैं, जो शायद वह टाल सकता था। पुराने ग्रमीण ने उसे एक पथ के बारे में बताया जो उन्होंने सोचा था। सही था, लेकिन कठिन था और उसे सही जगह नहीं मिला। सेटिंग की विशेषताओं के बारे में वर्णन किया गया है कि ""समतल सड़क को छोटी पहाड़ियों से बदल दिया गया था।""",1,1,1
17,3,"निबंध में अधिक नहीं प्रकाशित किया गया था स्पीड की सीमा लेखक लेखक जो कुर्मास्की  साइकिल चालक को प्रभावित करने के लिए सेटिंग की सुविधाओं का उपयोग करता है। साइकिल चालक इन विशेषताओं से प्रभावित होता है क्योंकि वह कई मील के लिए एक ही सेटिंग (मिठाई) देखता है, उसके पास पानी नहीं है और सड़क पर बहुत सारी पहाड़ियाँ हैं। साइकिल चालक को मिठाई को देखकर प्रभावित किया जा सकता है और वाहिक के लिए कोई प्राकृतिक परिवर्तन नहीं होता है। जब आप एक ही दृश्य को घंटों तक देखते हैं तो आप थक सकते हैं और हर चीज से ऊब सकते हैं। तो इससे वह बहुत ही घबरा जाता है और ऊब जाता है। इसके अलावा साइकिल चालक के पास पानी नहीं था क्योंकि फव्वारे में से कोई भी ठंडा पानी नहीं था। मिठाई में पानी नहीं होने से आप निर्जलित और बेहोश हो सकते हैं।",1,2,2
18,3,"एक सेटिंग में कई अलग-अलग विशेषताओं और वहां एक घटना के परिणाम को निर्धरित करते हैं। कहानी की कहानी, रफ रोड अहेड डोंट नॉट एग्जिस्टेड पोस्टेड स्पीड लिमिट, साइकलिस्ट यात्रा मेरी कुछ मौसम से संबंधित चीजों को प्रभावित करती थी। गर्मी एक चरम चीज थी जिसने उसे नीचे दिखाया और ज्यादातर मामलों में उसे अपनी क्षमता के अधिकतम स्तर को पढ़ने से रोक दिया। आपके समय का भी, जिसमें यह प्रयोगशालाएँ होती हैं, साइकिल चालक को बहुत प्रभावित करती है। अंत में, सड़क के प्रकार और जमीन की मात्रा जिसे उसके प्रदर्शन को प्रभवित करने के बाद कवर करना है। कुल मिलाकर, यात्र जीवन के रूप में एक निर्धारित कारक हो सकती है",2,2,2
19,3,"कहानी की सेटिंग साइकिल चालक को कई तरह से प्रभावित करती है। चूंकि वह कैलिफोर्निया के रेगिस्तान में सवारी कर रहा है, वह हमेशा बहुत गर्म महसूस करता है और हमेशा प्यस में रहता है। इस क्षेत्र के अलावा वह जिस क्षेत्र में सवारी कर रहा है वह काफी उजाड प्रतीत होता है। उसे पुरानी इमारतों के अलावा कुछ नहीं मिलता। वह किसी को नहीं ढूढता। कोई व्यक्ति या कार, या आधुनिक सभ्यता का कोई संकेत नहीं। इसके कारण वह थोड़ा अयोग्य महसूस करता है जैसे कि उसके साथ कुछ हुआ हो, इसके बारे में किसी को पता नहीं होगा। यह विशेष रूप से प्रचलित है जब वह निर्जलित हो जाता है। उन तरीकों से, साइकिल चालक सेटिंग से बहुत अधिक प्रभावित होता है।",2,2,2
20,3,"@व्यक्ति1 द्वारा ""रफ रोड अहेड"" कहानी में, सेटिंग की विशेषताएं साइकिल चालक को कई तरह से प्रभावित करती हैं। साइकिल चालक को प्रभावित करने का एक तरीका यह है कि रेगिस्तान में, साइकिल चालक ने पहले की तुलना में अधिक पानी पिया। उदाहरण के लिए, पाठ में कहा गया है, “मैं अपनी पानी की बोतलों को नियमित रूप से मार रहा था, और मैं जून में कैलिफोर्निया के उच्च रेगिस्तान से होकर जा रहा था। आप जंगल में जंगल की तुलना में अधिक पानी पीएंगे। यदि आप साइकिल चलाते हैं, तो अपने आस-पास की सेटिंग्स से अवगत रहें क्योंकि वे आपको प्रभावित करेंगे।",1,1,1
21,3,"सेटिंग की कुछ विशेषताएं साइकिल चालक को प्रभावित करती हैं। पहले साइकिल चालक ने पुराने कडर्स की सलाह का पालन किया कि कैसे योसेमाइट नेशनल पार्क में पहुंचा जाए। उनकी सलाह का कोई उपयग नहीं था और अत में उनकी मदद नहीं की। इसके बाद, ""एक तार जैसा पदार्थ जो उसने बाहर फेंक दिया था"" वह पानी होने जा रहा था। तब इलाके ""छोटी, रोलिंग पहाड़ियों"" में बदल गए, जो उनकी बाइक को बेहतर बनाने में मदद नहीं कर रहा था। अंत में, ""तना मातम ने मेरे रास्ते को पार कर लिया और एक हास्यास्पद बड़े सांप"", उसे धीमा कर दिया। सेटिंग में इन सभी सड़क ब्लॉकों ने सइकिल चालक को प्रभवित किया।",2,2,2
22,3,"साइकिल चालक को प्रभावित करने वाली सेटिंग की विशेषताएं पानी की कमी, तारीख की जानकारी और रोलिंग हिल्स हैं। अगर उन्हें जानकारी होती तो उन्हें शायद एक ऐसे शहर से पानी मिल जाता जो साइकलिस्ट के कहे अनुसार ""घोस्ट टाउन"" की तरह खाली या लगभग खाली न हो।",2,1,2
23,3,साइकिल चालक के पास कुछ चीजें हैं यदि वह दौड़ रहा है और हवा चल रही है तो एक समस्या का सामना करना पड़ता है और उसे ट्रफिक कानून का पालन करना पड़ता है और दाईं ओर या सड़क पर सवारी करना पड़ता है।,0,1,1
24,3,"""स्पीड लिमिट से अधिक मत बढ़िए"" कठोर चीजों और गर्मी को धता बताने वाली मौत के बीच एक कठिन सेटिंग थी। साइकिल चालक को निर्जलकरण और दृढ़ संकल्प का दर्द सहना पड़ा। उन्हें बुरी दिशएँ दी गई थीं जो उनके जीवन का लगभग कारण थीं। वह एक रेगिस्तान के माध्यम से यात्रा कर रहा था और दावा किया कि तापमान @संख्या1 था। इसके अलावा, साइकिल चालक को अपना पानी राशन करना पड़ा क्योंकि यह भूत के शहर थे जिसमें हमारा चरित्र गुजरता था। उन्होंने प्रकृति कौशल का इस्तेमाल किया जिसे उन्होंने एक बार सीखा और कंकड़ चूसना शुरू कर दिया, जो मन को प्यास से निकालता है और अपने गले को ताज़ा करने में मदद करने के लिए लार का उपयोग करता है। अपने साहसिक कार्य के दौरान हर चीज ने इस युवक को पानी मिलने से रोक दिया और जब भी कोई तेजी से पानी था। वह बच गया था और फिर कभी शॉर्टकट नहीं लेगा",2,2,2
25,3,"साइकिल चालक को प्रभावित करने वाली सेटिंग का एक उदाहरण है जब उसके पास एक भूतिया शहर में पानी का ताला है। वह पानी को छानता है लेकन पदर्थ जैसे ई टार बाहर निकलता है और यह बैटरी की तरह स्वाद लेता है। जब वह चला गया तो उसे उबड़-खबड़ सड़क से गुजरना पड़ा, जिसे वह सड़क की हालत का तेजी से झुकाव नहीं समझ सकता था।",1,1,1
26,3,"साइकिल चालक को योसेमाइट नेशनल पार्क तक पहुंचने में बहुत कठिन समय मिला। ऐसा इसलिए है क्योंकि सूरज बाहर था, और यह जून के मध्य में था। मैं बहुत गर्म था साइकिल चालक तेजी से निर्जलित हो गया जितना कि वह एक कूलर दिन पर होगा। जब उन्होंने पुराने जंग लगे पानी के पंप को संभाला, तो उन्होंने कहा कि पानी महसूस हुआ, “दो सौ डिग्री के पड़ोस में। साइकिल चालक को बहुत सारी ""छोटी रोलिंग पहाड़ियों"" से निपटना पड़ता था, जो कि सपाट सड़कों की तुलना में बाइक के लिए बहुत अधिक कठिन था। बाकी सब चीजों के ऊपर सड़कें बहुत खराब स्थिति में थीं, इसलिए आपको सड़क में चट्टानों को देखना पड़ता था।",2,2,2
27,3,"कहानी में साइकिल चालक पहले बूढ़े लोगों की मदद को स्वीकार करने के लिए आश्वस्त है, और जब वह पहली बार शुरू होता है तो कुछ भी गलत नहीं लगता है। जिस तरह से पुरुषों ने उसे निर्देशित किया कि लगता है कि उसकी पानी की आपूर्ति के लिए सभी जा रहे हैं, और पहले जमीन का निशान, एक भूत शहर, अब ठीक उसी जगह है जहां यह माना जाता है। अगले ""शहर"" में उसे कुछ भी नहीं मिला, जो उसकी कम हो रही पानी की आपूर्ति की भरपाई कर सके और वह परेशान महसूस करने लगे। हालाँकि उन्हें बताया गया था कि अगला शहर आगे नहीं है, इसलिए उन्होंने दबाव डाला। फिर दृश्यावली में भारी बदलाव होता है, सपाट सड़कें पहाड़ बन जाती हैं, सूरज की धड़कन तेज़ हो जाती है - यह वास्तव में एक रेगिस्तान जैसा दिखता है, यहाँ तक कि तबाही भी हो जाती है! साइकिल चालक बहुत निर्जलित होने के बावजूद जारी है। साथ आने वाली अगली बात एक पुरानी रस की इमारत है जो लगभग उस पर निशान लगाती है कि उसके पास पानी नहीं है। हालाँकि, वह रहता है, और आखिर में एक दुकान देखता है जहाँ उसे पानी मिल सकता है। कैनिंग की दृश्यावली साइकिल चालक को चिंता से, आशाहीनता तक और अन्त में, राहत पहुँचाती है।",3,3,3
28,3,वैसे मैं इसे इस तरह लगाऊगा कि मौसम के साथ सब कुछ करना था क्योकि नहीं मौसम आपको थका देता है और परेशान करता है और आसन होता है इसलिए अब यह आपको परेशन करता है और फिर तनाव।,1,1,1
29,3,"सेटिंग की विशेषताएं साइकिल चालक को दो तरह से प्रभावित करती हैं। यह तरीके मानसिक और मानसिक हैं। साइकिल चालन को प्रभावित करने वाले अव्यवस्थित तरीके इलाक़े हैं। यदि सड़कें लंबी और वायर्ड हैं, तो यह साइकिल चालक को बाहर कर सकता है। यदि पहाड़ी की ओर झुकाव है तो वे शारीरिक रूप से थके हुए हो सकते हैं। जब आप गुरुत्वाकर्षण के खिलाफ होते हैं, तो यह बहुत बड़ा हो सकता है। तापमान एक साइकिल चालक शररिक क्षमता में एक भ्रामक कारक भी हो सकता है। जब वे बाइक की सवारी कर रहे हैं, तो कोई भी सौना में उनकी तरह महसूस नहीं करना चाहता। साइकिल चालक और मानसिक रूप से भी आकर्षित होना चाहिए। यदि इलाक़ा सुनसान दिखता है या रेगिस्तान जैसा कुछ भी होता है तो उपचुनाव में निर्विवाद रूप से ""निर्जलीकरण"" और ""मृत्यु"" की सोचता है। अगर कुछ लोग मरे हुए जानवरों या हड्डियों को देखते हैं तो उन्हें लगता है कि वे मर सकते हैं। यदि वे गिद्धों को चक्कर लगाते हुए देखते हैं तो वे डर जाते हैं और मृत्यु को सोचते हैं, लेकिन सभी की बुरी बात यह है कि इन सभी चीजों को जानना एक ही समय में एक ही जगह पर है। यह कैसे सेटिंग साइकिल चालकों को प्रभावित करता है",3,2,3
30,3,"कहानी की रूपरेखाएँ वकरल थीं। जब साइकिल सवार साथ चल रहा था, सूरज उस पर वार करना शुरू कर रहा था। गर्मी के कारण साइकिल चालक को पसीना आने लगा और इस तरह वह अपना सारा पानी पी गया। अब साइकिल चालक बड़ी गर्मी, पसीना और निर्जलीकरण का सामना कर रहा था। कैलिफ़ोर्निया रेगिस्तान विशेष रूप से जून में होने वाला एक आकर्षक स्थान है। सौभाग्य से, साइकिल चालक एक शिविर में आया और ताजा भोजन और पानी पाया, इससे पहले कि वह अंततः योसेम नेशनल पार्क के लिए अपना रास्ता जारी रखेगा।",2,2,2
31,3,"चूंकि साइकिल चालक योसेमाइट नेशनल पार्क की यात्रा कर रहा है, वह उस क्षेत्र में कई विशेषताओं के साथ आता है जो उसे प्रभावित करता है। सबसे पहले, वह कुछ पुराने लोगों से दिशा-निर्देश लेता है जो नक्शों में बदलाव के बारे में कुछ नहीं जानते हैं क्योंकि वे अपना पोर्च कभी नहीं छोड़ते हैं। सबसे पहले, यह उसे सकारात्मक तरीके से प्रभावित करता है, क्योंकि उसने सोचा कि उसके पास योसेमाइट का एक अच्छा शॉर्टकट है। हालांकि, बाद में प्रभाव नकारात्मक आया क्योंकि यह एक शॉर्टकट था जो कभी अस्तित्व में नहीं था। एक और विशेषता जिसने उसे प्रभावित किया वह सेटिंग को बर्बाद कर दिया जो एक रेगिस्तान जैसा क्षेत्र था। गर्मी ने उसे अपनी बाइक चलाने के लिए कठिन बना दिया, और उसने अपना बहुत सारा पानी भी पी लिया। यह बाद में उसे निर्जलित हो गया। एक सकारात्मक प्रभाव तब था जब उन्हें चारा की दुकान मिली, जहाँ उन्होंने खुद को पुनर्जन्म दिया और कुछ नई दिशाएँ प्राप्त कीं।",2,3,3
32,3,"इस सेटिंग की विशेषताएं साइकिल चालक को कई तरह से प्रभावित करती हैं। सेटिंग एक मिठाई है इसलिए सामान्य ज्ञान से आप जानते हैं कि यह गर्म और शुष्क होने वाला है। क्योंकि यह गर्म है साइकिल चालक को अधिक पानी की आवश्यकता होती है क्योंकि वह निर्जलित हो रहा है। और जब वह अपने पानी के कम पर होता है क्योंकि यह मुंह में सूख जाता है। @नाम2 क्योंकि वह मिठाई में है वह जंगली कुछ समय खतरनाक जानवरों को देखता है, कहानी में वह हास्यास्पद रूप से @नाम1 डायमंडब्रोक सांप देखता है, जो मुझे लगता है कि विषैले हैं, @नाम2 'क्योंकि मिठाई की चरम गर्मी का एहसास है कि उसे पता था कि वह था ??? हीटस्ट्रोक से छोड़ने का मौका। @नाम2 लेखक ने कहा कि मिठाई में छोटी रोलिंग पहाड़ियों और आगे की कच्ची सड़क थी ??? साइकिल चालक को बाहर छोड़ देता। इस इलाके की वजह से साइकिल चालक का रास्ता प्रभावित होता है।",1,1,1
33,3,"सेटिंग की विशेषतएं साइकिल चलक को कई अलग-अलग तरीकों से प्रभावित करती हैं। एक उदाहरण गर्म सूरज है जो उस पर धड़क रहा था उसने उसे बहुत प्यासा बना दिया। एक अन्य विशेषता यह है कि उबड़-खाबड़ सड़क है जिसने साइकिल चालक को पहना दिया और उसे थका दिया। मेरा अंतिम उदाहरण पुराने जूस की फैक्ट्री है जिसमें एक ताज़ा प्याले के रस की तस्वीर है, जिससे साइकिल चालक ने हार मान ली क्योंकि उसे लगा कि वह निर्जलीकरण से मर जाएगा। ये मेरे कारण हैं कि सेटिंग की विशेषताएं साइकिल चालक को कई अलग-अलग तरीकों से प्रभावित करती हैं।",1,1,1
34,3,निबध में राईसन ने मोटे रोल्स के बारे में लिखा है कि साइकलिस्ट को @नाम1 गोले तक पहुंचने के लिए पार करन होग।,1,1,1
35,3,"समझ, वास्तविक, मोड-सभी कारण हैं कि कैसे सेटिंग सेटिंग को प्रभावित करती है। यदि किसी पुस्तक की अच्छी सेटिंग है तो पुस्तक बहुत अच्छी हो सकती है। जब आपके पास एक सेटिंग होती है, तो यह अधिक समझ में आता है कि वे आज क्या प्रयास कर रहे हैं। और यदि आपके पास एक अच्छी सेटिंग है, तो यह अधिक वास्तविक बनाता है इसलिए जब आप इसे पढ़ते हैं तो आप इसे फेंक नहीं देते हैं, कहानी की विधा इसे पूरी तरह से बंद कर देती है, क्योंकि आमतौर पर पुस्तकों में उतार-चढ़ाव होता है। यही कारण है कि वे मोड का पीछा करते हैं।",0,0,0
36,3,"कहानी की सेटिंग ने साइकिल चालक को उसे निर्जलित बनाकर प्रभावित किया, जिससे हीटस्ट्रोक हो सकता है। ""मैं हीटस्ट्रोक से ड्रॉप कर सकता हूं"" इससे पता चलता है कि यह गर्म था और अगर वह हीटस्ट्रोक से गिरा हो सकता है तो उसे बुरा लग रहा था।",1,1,1
