essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
11,6,"एम्पायर स्टेट बिल्डिंग का डॉकिंग ज़ोन एक शानदार और उपन्यास विचार था जब इसे पहली बार छुपाया गया था लेकिन इसे लागू करना बहुत मुश्किल था। ऑपरेशन को अंजाम देने वाले अल स्मिथ इसे पूरा करने के लिए बहुत उत्सुक थे। चूंकि डॉक के जोखिम और संरचना पर शोध करने के लिए पर्याप्त समय समर्पित नहीं था, इसलिए एम्पायर स्टेट बिल्डिंग के शीर्ष पर इसे माउंट करने की योजना पहले से ही असफल थी। निर्माण शुरू होने से पहले ही, परेशानी बढ़ने लगी थी। भवन @दिनांक1 फुट लंबे डेरिगिबल्स के तनाव का सामना नहीं कर सका। इमारत को लगने वाले झटके ने नींव को जबरदस्त दबाव पहुंचाया होगा। तो छत को फिर से करना होगा ताकि इसके लिए संरचनात्मक रूप से ध्वनि हो। कई महीनों और @संख्या1 डॉलर के बाद, लैंडिंग डॉक का निर्माण शुरू हो सकता है। जीवन अनमोल है, और लैंडिंग गोदी का उपयोग करने के लिए बहुत अस्थिर और खतरनाक था। वास्तुकारों ने इस तथ्य की अनदेखी की कि अधिकांश विदेशी हाइड्रोजन से हीलियम से बने थे। हाइड्रोजन अत्यंत ज्वलनशील है। @स्थान1 में, हिंडनबर्ग, जिसका निर्माण हाइड्रोजन का उपयोग करके किया गया था, ने सैकड़ों लोगों की जान ले ली। यहां तक कि एक कानून भी था जिसमें कहा गया था कि विमान को शहरी क्षेत्र के इतने करीब से निलंबित नहीं किया जा सकता है। विचार अस्थिर और दिखावटी था, लेकिन क्योंकि यह जल्दी हो गया था, सावधानियों को ध्यान में नहीं रखा गया था। डॉकिंग स्टेशन का सामना करने वाली बाधाएं बहुत अधिक थीं, इसलिए अंत में इसे खड़ा करने की योजना को छोड़ दिया गया था।",3,3,6
12,6,"डायरिगिबल्स को डॉक करने की अनुमति देने के लिए एम्पायर स्टेट बिल्डिंग के निर्माण के दौरान, बिल्डरों द्वारा लगातार बाधाओं का सामना करना पड़ा। एम्पायर स्टेट बिल्डिंग के शीर्ष पर आर्किटेक्ट्स एक मूरिंग मास्ट नहीं रख सकते थे। @संख्या1 फीट डेरिगिबल्स इमारतों के ढांचे में तनाव को बढ़ाता है, जिससे आर्किटेक्ट्स को रूपरेखा को संशोधित करना पड़ता है। इससे उन्हें संशोधनों के लिए एक अतिरिक्त @ पैसा खर्च होगा। आर्किटेक्ट को पता नहीं है कि क्या ये संशोधन मदद करेंगे। सुरक्षा एक और चिंता का विषय है। विदेशी डिरिजिबल्स ने हीलियम के बजाय हाइड्रोजन का उपयोग किया, जो कि बहुत ज्वलनशील है। उदाहरण के लिए जब 6 मई, 1937 को न्यू जर्सी के लेकहर्स्ट में जर्मन विध्वंसक हिंडेनबर्ग को आग से नष्ट कर दिया गया था, एम्पायर स्टेट बिल्डिंग के मालिकों को एहसास हुआ कि घनी आबादी वाले क्षेत्र में हुई दुर्घटना से कितना बुरा हो सकता है। जैसे कि न्यूयॉर्क शहर। आर्किटेक्ट्स को @संगठन2 और हिंसक वायु धाराओं के कारण हवाओं के निरंतर स्थानांतरण के बारे में भी चिंता करनी पड़ी। यहां तक कि अगर योग्य मूरिंग मस्तूल के लिए टेदर किया गया था, तो जहाज के पीछे जो मूरिंग मस्त के चारों ओर और चारों ओर घूमता है। @नाम1 डेरिगिबल्स खुले मैदानों में उतरते हैं, जहाँ उनका वज़न कम किया जाता है, ताकि वे बहाव में न बहें, सिवाय इसके कि हवा में घुन को गिराना असंभव है। वे सड़कों पर पैदल चलने वाले पैदल यात्रियों के ऊपर ऊंची लटकती हैं, इसलिए यह सुरक्षित नहीं है। शहरी इलाकों में हवाई जहाजों के उड़ने के खिलाफ भी कानून है। यह कानून एक जहाज के लिए अवैध रूप से कभी भी एक इमारत से जुड़ने या यहां तक कि क्षेत्र का संपर्क करने के लिए अवैध बना देगा। इमारत पर गोदी करने के दो प्रयास थे। @संख्या2 दिसंबर 1930 में था, @संगठन3 योग्य लॉस एंजिल्स को डॉक करने का प्रयास किया गया, क्योंकि यह उच्च वेग हवाओं के करीब पर्याप्त नहीं पहुंच सका। 1930 के दशक के अंत तक, डेरिगिबल्स और उनके यात्रियों के लिए मूरिंग मास्ट का उपयोग करने का विचार चुपचाप गायब हो गया था। हवाई जहाज भविष्य बन गए।",4,4,8
13,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों को इस अद्भुत इमारत के निर्माण में कई बाधाओं का सामना करना पड़ा। । जैसा कि पाठ में कहा गया है ""एम्पायर स्टेट बिल्डिंग के स्टील फ्रेम को इस नई स्थिति को समायोजित करने के लिए संशोधित और मजबूत करना होगा। भवन के ढांचे के लिए @पैसे1 के संशोधनों के लायक होना चाहिए।"" @नाम1 को डॉक करने योग्य के लिए पर्याप्त रूप से स्थिर बनाने के लिए इमारत को कई मायनों में बदलना पड़ा। एक बाधा इमारत के ऊपर का मौसम था जो बहुत तेज हवाओं और हवा की धाराओं का था। इसका मतलब यह होगा कि दुरूह बस ""सड़क पर पैदल चलने वालों के ऊपर उच्च झूलने"" होगी और यह लाखों के ऊपर तैरने वाले उच्च ज्वलनशील हाइड्रोजन के लिए एक सुरक्षित चीज नहीं है। एक बाधा और साथ ही इन डेरिगिबल्स के साथ आया हर समय और प्रयास उन्हें सीखने के लिए था कि कैसे सुरक्षित रूप से एक मौरंग मस्तूल स्थापित किया जाए। यह नौसेना की तरह पेशेवरों के पास जा रहा है और उचित तरीके का पता लगा रहा है। एम्पायर स्टेट बिल्डिंग पर मूरिंग मस्त ने रास्ते में कई बाधाएं पैदा कीं।",4,4,8
14,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों ने ड्यूरिगिबल्स को मूरिंग मस्तूल पर डॉक करने की अनुमति देने के अपने प्रयासों में कई बाधाओं का सामना किया। अल स्मिथ वास्तुकार था, और एम्पायर स्टेट बिल्डिंग के विचार के पीछे आदमी था। वह और क्रिसलर इमारत के निर्माता दुनिया की सबसे ऊंची इमारत के निर्माण के लिए प्रतिस्पर्धा कर रहे थे। एम्पायर स्टेट बिल्डिंग को क्रिसलर बिल्डिंग से बड़ा बनाने के लिए, स्मिथ ने यह सोचकर निर्माण करने जा रहे थे कि जॉन टौरानैक ने कहा, ""परिवहन की उम्र के लिए सुसज्जित होगा जो केवल विमानन अग्रदूतों का सपना था""। वह सपना ब्लींप द्वारा यात्रा करना था। एम्पायर स्टेट बिल्डिंग हवाई जहाजों की गोदी के लिए अपने शीर्ष पर एक दलदली मस्तूल होने वाला था। यह कॉन्सेप्ट जितना आसान नहीं होने वाला था। आर्किटेक्ट छत पर एक बड़े पैमाने पर द्रव्यमान को नहीं गिरा सकते क्योंकि यह इमारतों के फ्रेम पर जोर देगा। सबसे बड़ी वजह यह है कि इसकी सुरक्षा के लिए मस्तूल कभी फफूंद नहीं देगा। अंश बताता है, ""अधिकांश व्युत्पन्न हाइड्रोजन का उपयोग करते थे""। हाइड्रोजन ज्वलनशील है। एक कानून भी था जो ""शहरी क्षेत्रों में बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ था""। कई प्रयासों और संशोधनों के बाद, इस विचार को समाप्त कर दिया गया था।",2,3,5
15,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डेरिगिबल्स को डॉक करने की अनुमति देने के प्रयास में सामना करने के लिए उपयुक्त लैंडिंग क्षेत्र की कमी थी। इमारत के शीर्ष पर एक मूरिंग मस्तूल ईंधन भरने या सेवा के लिए कई घंटों के लिए वहाँ लंगर लगाने के लिए, और यात्रियों को बिजली की चरखी, जो जहाज के सामने से एक पंक्ति में गिना जाता है और फिर इसे बांधने के लिए वहाँ लंगर डालने के लिए होगा। एक स्वामी के लिए। पात्र का शरीर हवा में झूल सकता है, और यात्रियों को सुरक्षित रूप से प्राप्त और बंद कर सकता है। एक खुले अवलोकन मंच पर एक गिरोह @नाम1 नीचे चलने से योग्य। एम्पायर स्टेट बिल्डिंग के विशेषज्ञों ने विशेषज्ञों के साथ परामर्श किया, न्यू जर्सी के लेकहर्स्ट में अमेरिकी नौसेना के एयर स्टेशन के उपकरणों और मूरिंग ऑपरेशंस का दौरा किया।",2,1,3
16,6,"मार्सिया एमिडोन लुस्टेड द्वारा @नाम1 द मूरिंग मस्त, एम्पायर स्टेट बिल्डिंग को लैंडिंग डॉक संलग्न करने के विचारशील, बुद्धिमान, अभी तक बाधित विचारों को दर्शाता है। एम्पायर स्टेट बिल्डिंग के बिल्डरों को जो बाधाओं को दूर करना था, वे थे कि हवा की गति जहां डरिगिबल उतरेगी वे बहुत मजबूत थे और गुब्बारे को चीर गुड़िया की तरह घुमाएंगे। उन्हें ""लीड वेट का उपयोग करना होगा"" जो इमारत की नींव पर सवाल उठाते हुए एक और समस्या पैदा करेगा। इमारत का वजन भी नेतृत्व भार का वजन संरचना को ध्वस्त कर सकता है। वे जिन गैसों का उपयोग करते हैं वे ""हाइड्रोजन और हीलियम"" गुब्बारा उड़ाते हैं, लेकिन हाइड्रोजन ""अत्यधिक ज्वलनशील है और इसका उपयोग आबादी वाले क्षेत्रों में नहीं किया जा सकता है।"" ""शहरी क्षेत्रों के मुकाबले बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ एक मौजूदा कानून था।"" @नाम2 बाधाएं हैं और इसका कारण ""एम्पायर स्टेट बिल्डिंग का मूरिंग मास्ट था, जो अपने उद्देश्य को पूरा करने के लिए कभी भी किस्मत में नहीं था""।",3,3,6
17,6,"मार्सिया एमिडन लुस्टेड के अंश द मूरिंग मास्ट में, कई बाधाओं ने एम्पायर स्टेट बिल्डिंग के इंजीनियरों को एक नया रास्ता खोजने के लिए खोजा था। एक बाधा जो उन्हें झेलनी पड़ी वह थी इमारत का स्टील वर्क। हवा के दबाव और डेरिगिबल्स लोड की लागत कंपनी @पैसे1 थी। दूसरे, उन्हें डरिगिबल्स के यात्रियों के लिए कुछ विशेष मंजिलें डिजाइन करनी थीं। एक मंजिल सामान और सूटकेस के लिए होगी, जबकि यात्रियों के लिए जहाज से बाहर निकलने या प्रवेश करने के लिए एक विशेष अवलोकन डेक स्थापित किया गया था। अंत में, भवन अब 102 मंजिल का होगा और इसे बहुत टिकाऊ बनाने की आवश्यकता होगी, इसलिए भवन को बनाने के लिए विशेष सामग्रियों को लाने और उपयोग करने की आवश्यकता थी। कुल मिलाकर, एम्पायर स्टेट बिल्डिंग इंजीनियरों को 1,250 फीट की इमारत बनाते समय कई बाधाओं को दूर करना था।",1,1,2
18,6,"साम्राज्य राज्य इमारतों के बिल्डरों को डेरिगिबल्स को वहां डॉक करने की अनुमति देने में कई समस्याएं थीं। हवा, वास्तविक डॉकिंग और सुरक्षित रूप से उतरने वाले लोगों जैसी चीजें। वास्तविक डॉकिंग अव्यवहारिक था यह चरखी को जोड़ने के लिए लगभग असंभव होगा। हवा मस्तूल के भाग्य का मुख्य कारण था। पहले हवा का रुख इतना मजबूत था कि पायलट को काफी मुश्किल समय हो रहा था। के कप्तान, ""नौसेना के योग्य लॉस एंजिल्स ने मूरिंग मस्तूल से संपर्क किया, लेकिन जबरदस्त हवाओं की वजह से टाई करने के लिए पर्याप्त करीब नहीं पहुंच सका। इसके अलावा अगर यह भी योग्य की पीठ को बाँध सकता है तो भयंकर रूप से चारों ओर स्विंग होगा। इसलिए बिल्डर थे एक अव्यवहारिक कार्य से निपटना",2,3,5
19,6,"पहली बाधा जो इसे शरीर के फ्रेम को फिर से बनाने के लिए सामना करना पड़ा, ताकि यह मूरिंग मस्तूल का समर्थन कर सके, दूसरा यह है कि अन्य देश के इस्तेमाल किए गए हाइड्रोजन से विरिगल्स, हीलियम के बजाय अत्यधिक ज्वलनशील है। तीसरा कारण जो शुरू से ही स्पष्ट होना चाहिए था वह शहरी क्षेत्रों में बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ एक कानून था। अंतिम कारण उस ऊँचाई पर हवा की स्थिति है, जिससे दर्जीबलों का वहाँ पूंछ के बिना उतरना और हवा में बहना असंभव हो गया।",3,2,5
20,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों को डेरिगिबल्स को डॉक करने की अनुमति देने के प्रयास में बाधाओं का सामना करना पड़ा, भवन के फ्रेम में तनाव है। पात्रता के भार और हवा के दबाव के तनाव को भवन की नींव तक सभी जगह पहुंचाना होगा, जो लगभग ग्यारह सौ फीट नीचे था। एम्पायर स्टेट बिल्डिंग के स्टील फ्रेम को इस नई स्थिति को समायोजित करने के लिए संशोधित और मजबूत करना होगा। इमारत के ढांचे में साठ हजार डॉलर से अधिक के संशोधन किए जाने थे।",2,2,4
